Title,Rating,Body,Review_Text,Sentiment,word_count,char_count,exclam_count,ques_count
Nothing good in Samsung Mobile. Canera & Cgargibg speed is too bad,1,"Review Summary: I bought two Samsung phone and both have below cons. A21- Rs 18000, M12-10500Dislike: Charging Speed too low, Camera is very bad. Phone is quite slow as compared to other rivalary phone. Too heavy. In short Phone is very costly as compared to its features. Touch screen is also not so fast. Sometimes it doesnt work.Samsung seriously need to work on the above problems.","Review Summary: I bought two Samsung phone and both have below cons. A21- Rs 18000, M12-10500Dislike: Charging Speed too low, Camera is very bad. Phone is quite slow as compared to other rivalary phone. Too heavy. In short Phone is very costly as compared to its features. Touch screen is also not so fast. Sometimes it doesnt work.Samsung seriously need to work on the above problems.",Negative,66,385,0,0
Worst device,1,"Initially when I purchased I had a problem with it's speaker after the instructions followed for fixing now the device is overheating while charging , also when I'm using for even small applications like Google meet its not even a heavy application like COD . I advise you to not buy this device it has so many issues like this, Worst experience ever and it's only been a month since I have purchased it from Amazon.","Initially when I purchased I had a problem with it's speaker after the instructions followed for fixing now the device is overheating while charging , also when I'm using for even small applications like Google meet its not even a heavy application like COD . I advise you to not buy this device it has so many issues like this, Worst experience ever and it's only been a month since I have purchased it from Amazon.",Negative,76,416,0,0
The worst model from samsung.,1,"The worst mobile I have bought from samsung. I have been a premium samsung customer in past where I haven't faced any issues. But for this model, by day 16 the display is not seen and I can't replace the mobile even in Amazon and also in samsung. The battery is getting heated up. I suggest not to buy this model because I have an issue in camera which I have replaced and faced the above issue with the second buy.","The worst mobile I have bought from samsung. I have been a premium samsung customer in past where I haven't faced any issues. But for this model, by day 16 the display is not seen and I can't replace the mobile even in Amazon and also in samsung. The battery is getting heated up. I suggest not to buy this model because I have an issue in camera which I have replaced and faced the above issue with the second buy.",Negative,81,415,0,0
software issues,1,This phone was gifted by me and the user of the phone has the following complain. she is been using it for 15 days now.1.Sometime the dialing just stops and it hangs for a while.2. Sometime u cannot disconnect the call.3. In a span of 15 days the phone has hanged for 4 times4. I feel there is a software issue.5. there are few small problems while using the phone but cannot explain.,This phone was gifted by me and the user of the phone has the following complain. she is been using it for 15 days now.1.Sometime the dialing just stops and it hangs for a while.2. Sometime u cannot disconnect the call.3. In a span of 15 days the phone has hanged for 4 times4. I feel there is a software issue.5. there are few small problems while using the phone but cannot explain.,Negative,73,384,0,0
Good phone with a weak battery,3,Battery is pathetic.  It's not 6000 mh battery. it drains very fast. Phone is ok for 10000 budget. Samsung quality has dropped.  Earlier Samsung phone had a superb quality.People buying this phone can go ahead. Good phone only battery  draining fast.I am using vivo y12. It's 5000 mh battery  but it last more than M12.,Battery is pathetic.  It's not 6000 mh battery. it drains very fast. Phone is ok for 10000 budget. Samsung quality has dropped.  Earlier Samsung phone had a superb quality.People buying this phone can go ahead. Good phone only battery  draining fast.I am using vivo y12. It's 5000 mh battery  but it last more than M12.,Neutral,55,319,0,0
Do not expect Expensive samsung phones like Performance.,3,"Samsung offered great features in this price range but the performance is not as it may seem. Back camera is good, but front camera image quality reminded of starting phone camera (blurry). Fingerprint reader does not work many times. Surprisingly this new phone also hangs sometimes. Still it is usable considering its price. You can consider MI to Samsung in this price range","Samsung offered great features in this price range but the performance is not as it may seem. Back camera is good, but front camera image quality reminded of starting phone camera (blurry). Fingerprint reader does not work many times. Surprisingly this new phone also hangs sometimes. Still it is usable considering its price. You can consider MI to Samsung in this price range",Neutral,63,377,0,0
Used just 15 days so can't give full feedback but will mention few key positive and negative,3,"Good about product- battery  is superb- camera is Ok Ok not so good as expected from 48MP camera- easy to operateNegatives- processing is concern , very slow response of touch , even my three years led phone give better touch response- hindi typing is tedious process which must be easy like other phones- charging time is 3 hours so not so quick","Good about product- battery  is superb- camera is Ok Ok not so good as expected from 48MP camera- easy to operateNegatives- processing is concern , very slow response of touch , even my three years led phone give better touch response- hindi typing is tedious process which must be easy like other phones- charging time is 3 hours so not so quick",Neutral,62,346,0,0
Lighter would have been better,5,"Phone is quite heavy in weight. Fingerprint sesnsor is fast. Camera quality is not as good as expected. UI is smooth. Back panel looks good. Battery is good. As the headphone jack is in the lower part of the panel, you can't keep the phone in upright position when the headphone is plugged in.","Phone is quite heavy in weight. Fingerprint sesnsor is fast. Camera quality is not as good as expected. UI is smooth. Back panel looks good. Battery is good. As the headphone jack is in the lower part of the panel, you can't keep the phone in upright position when the headphone is plugged in.",Positive,54,293,0,0
Best phone in this price range,4,"Loved this phone, especially battery life is amazing,  I can easily go without charging for 2 days. I m not a heavy user though I play CoD once a day and response is good, doesn't lag at all. Happy with this buy, full value for money.Con: Camera could have been better, just that I have seen better photos with lesser specs","Loved this phone, especially battery life is amazing,  I can easily go without charging for 2 days. I m not a heavy user though I play CoD once a day and response is good, doesn't lag at all. Happy with this buy, full value for money.Con: Camera could have been better, just that I have seen better photos with lesser specs",Positive,61,323,0,0
Not bad,4,Not bad for my needs as I'm not a PUBG fanboy... good for elderly people.. go for Galaxy F22(G80) or M21-2021(Exy9611) if you're looking for a better gaming XP.. Camera suffers in low light but pretty solid in daylight.. Software is well optimised unlike Mi and Realme.. Quite a bit overpriced..Not Bad but certainly not the Best.. Galaxy F22 has better XP.. M03s has better Value,Not bad for my needs as I'm not a PUBG fanboy... good for elderly people.. go for Galaxy F22(G80) or M21-2021(Exy9611) if you're looking for a better gaming XP.. Camera suffers in low light but pretty solid in daylight.. Software is well optimised unlike Mi and Realme.. Quite a bit overpriced..Not Bad but certainly not the Best.. Galaxy F22 has better XP.. M03s has better Value,Positive,66,380,0,0
Interior product (Not recommended),1,"Interior product with very bad quality body material. Not charging and battery is getting heating.Very much unsatisfied with Amazon to list such a bad quality product, selling no support being provided after sell.Also I loosed trust on Samsung. Hard to believe such big brand reputed company ditching customer by providing worst quality product.","Interior product with very bad quality body material. Not charging and battery is getting heating.Very much unsatisfied with Amazon to list such a bad quality product, selling no support being provided after sell.Also I loosed trust on Samsung. Hard to believe such big brand reputed company ditching customer by providing worst quality product.",Negative,53,345,0,0
Good Budget phone for lite users,4,I bought this for my mother who uses for basic calls and youtube. Not for moderate or heavy users. It will be a good option if calls and little bit of social media are the only things you use on phone.,I bought this for my mother who uses for basic calls and youtube. Not for moderate or heavy users. It will be a good option if calls and little bit of social media are the only things you use on phone.,Positive,41,201,0,0
Within few days Display suddenly gone and it was not covered under warranty,2,"Purchased the device 2 months back, Now Mobile Display was not showing and when shown to the service center they won't cover the display under warrenty, they charged us for the display.Device display causing the issue because of high capacity battery and mobile heating issue","Purchased the device 2 months back, Now Mobile Display was not showing and when shown to the service center they won't cover the display under warrenty, they charged us for the display.Device display causing the issue because of high capacity battery and mobile heating issue",Negative,45,275,0,0
Go for it!,5,"This is an amazing product, the ram is really fast and it's battery life is just amazing, I am really happy with my purchase and would definitely recommend this. The cameras are amazing and I'm super happy with the front camera as well. The scrolling feels so smooth and the wide screen is a good feature.  Overall I'm really happy with this, definitely an upgrade from my old Redmi Note 4!","This is an amazing product, the ram is really fast and it's battery life is just amazing, I am really happy with my purchase and would definitely recommend this. The cameras are amazing and I'm super happy with the front camera as well. The scrolling feels so smooth and the wide screen is a good feature.  Overall I'm really happy with this, definitely an upgrade from my old Redmi Note 4!",Positive,71,390,1,0
Don't buy this mobile,2,I used this mobile ofter 1 week iam giving reviewFinger print sensor is above 3 starScreen is above 3 starCharging and battery is well-done 5 starCamera is just ok above 2 starMobile  working just fine like 4 gb ram it's not working like 6 gbAnd I will say finally go for another mobile it is only 4g mobile. Even 5g wifi is not connect this mobile genaration is going fast,I used this mobile ofter 1 week iam giving reviewFinger print sensor is above 3 starScreen is above 3 starCharging and battery is well-done 5 starCamera is just ok above 2 starMobile  working just fine like 4 gb ram it's not working like 6 gbAnd I will say finally go for another mobile it is only 4g mobile. Even 5g wifi is not connect this mobile genaration is going fast,Negative,70,373,0,0
Phone getting stuck,2,"Phone seems looks good but getting stuck when we browsing, while using calls and using camera. So I recommend do not choose samsung at all. Go for better company where reasonable prices applicable.","Phone seems looks good but getting stuck when we browsing, while using calls and using camera. So I recommend do not choose samsung at all. Go for better company where reasonable prices applicable.",Negative,33,197,0,0
Made in INDIA,5,"✅ Solid build quality from Samsung as always. Feels bit premium due to the textured and smudge proof back panel.✅ Amazing display @4k 60fps 90Hz✅ Responsive side fingerprint sensor.✅ Average camera, but good in budget.✅ Made in SAMSUNG, Noida Plant, INDIA. Don't have to worry about giving your hard earned money to CCP controlled companies.","✅ Solid build quality from Samsung as always. Feels bit premium due to the textured and smudge proof back panel.✅ Amazing display @4k 60fps 90Hz✅ Responsive side fingerprint sensor.✅ Average camera, but good in budget.✅ Made in SAMSUNG, Noida Plant, INDIA. Don't have to worry about giving your hard earned money to CCP controlled companies.",Positive,55,341,0,0
Inferior product,1,Product supplied was having damage. Images and videos arr not having clarity as them appeared to be blurred like negative film of old photograpphy. Black surface is appeared to be white and white appeared to be black. Even the images and videos downloaded from internet are found to be not visible and having no clarity. Also the photos taken in photone are having no visibility. So i placed return request.,Product supplied was having damage. Images and videos arr not having clarity as them appeared to be blurred like negative film of old photograpphy. Black surface is appeared to be white and white appeared to be black. Even the images and videos downloaded from internet are found to be not visible and having no clarity. Also the photos taken in photone are having no visibility. So i placed return request.,Negative,70,407,0,0
Unsatisfied product as expected,5,"Not satisfied,as told in products reviews told at The time of saleNot a Fast changing as mentioned. Got heated while charging, product value questions your brand- Samsung. M12 series, Even not listed in your own brand list for exchange options, why it so?","Not satisfied,as told in products reviews told at The time of saleNot a Fast changing as mentioned. Got heated while charging, product value questions your brand- Samsung. M12 series, Even not listed in your own brand list for exchange options, why it so?",Positive,43,255,0,1
Value for money,5,Camera is the best of all without a doubt. Device is very smooth and it can be used 2 days or more if you don't use heavily.I am a heavy user with lots of phone calls and heavy using of youtube. Phone is heavy because of it's massive 6000 mah battery. Every thing is fine if you don't play heavy games we can play games under 400mb smoothly.Smooth device writing this after 2 months of usage loving it. 🔥😍,Camera is the best of all without a doubt. Device is very smooth and it can be used 2 days or more if you don't use heavily.I am a heavy user with lots of phone calls and heavy using of youtube. Phone is heavy because of it's massive 6000 mah battery. Every thing is fine if you don't play heavy games we can play games under 400mb smoothly.Smooth device writing this after 2 months of usage loving it. 🔥😍,Positive,79,405,0,0
Good Budget Phone,4,Writing this review after 2-3 months of using it. Phone is sturdy & battery life is superb.Finger print sensor & Face recognition needs improvement. Sound is excellent.Camera is as per the best quality.,Writing this review after 2-3 months of using it. Phone is sturdy & battery life is superb.Finger print sensor & Face recognition needs improvement. Sound is excellent.Camera is as per the best quality.,Positive,33,202,0,0
Camera quality is not very good,3,"Camera quality is not as expected,  we can consider a low budget phone. Finger print reader doesnt works some times. Battery backup is great, built quality is nice.","Camera quality is not as expected,  we can consider a low budget phone. Finger print reader doesnt works some times. Battery backup is great, built quality is nice.",Neutral,28,164,0,0
Wifi doesnt connect,1,I have been facing issue of wifi connectivity post software updates. I have asked for replacement phone still same issue now waiting for refund.Not sure about issue of connectivity but i have faced on two similar phones model,I have been facing issue of wifi connectivity post software updates. I have asked for replacement phone still same issue now waiting for refund.Not sure about issue of connectivity but i have faced on two similar phones model,Negative,38,225,0,0
Nice product.,5,"This budget mobile is very good. No heating, no hanging, no slacking. Fast browsing, sound is good.  Handling  very easy. batter back up very  high, finger print reader stylish & nice, camera quality  good.","This budget mobile is very good. No heating, no hanging, no slacking. Fast browsing, sound is good.  Handling  very easy. batter back up very  high, finger print reader stylish & nice, camera quality  good.",Positive,34,206,0,0
Average,3,"Never been a fan of Side finger print, so no points here. Battery life is definitely good. Camera and sound are both just average, nothing more. I'm sure, had i broadened my horizon, there are better products to choose from in this price range.","Never been a fan of Side finger print, so no points here. Battery life is definitely good. Camera and sound are both just average, nothing more. I'm sure, had i broadened my horizon, there are better products to choose from in this price range.",Neutral,44,244,0,0
Excellent Mobile,5,"Samsung M12 mobile is excellent for low budget. Camera, Battery Backup, Display & Sound quality is too much good. So I recommend to all viewers go & purchase this mobile without any doubt & hesitation. Thanks  Samsung to bring this product for middle class peoples. My choice is all to use Samsung because it's operating system is very easy to any user.Regards,Khilaban Kumar Das","Samsung M12 mobile is excellent for low budget. Camera, Battery Backup, Display & Sound quality is too much good. So I recommend to all viewers go & purchase this mobile without any doubt & hesitation. Thanks  Samsung to bring this product for middle class peoples. My choice is all to use Samsung because it's operating system is very easy to any user.Regards,Khilaban Kumar Das",Positive,64,379,0,0
Samsung Galaxy M12,2,The mobile lacks in some of the basic features. Screen capture is a problem and other gunctionalities. You can't set a clock as screen saver. I feel the basic features that doesn't involve costs should be made available,The mobile lacks in some of the basic features. Screen capture is a problem and other gunctionalities. You can't set a clock as screen saver. I feel the basic features that doesn't involve costs should be made available,Negative,38,219,0,0
Just average phone.,3,"Samsung is providing better phone now but this m12 is less than average. Average display, average battery and charging. U can buy it for your father or mother, means who don't use it more would love to buy it.","Samsung is providing better phone now but this m12 is less than average. Average display, average battery and charging. U can buy it for your father or mother, means who don't use it more would love to buy it.",Neutral,39,209,0,0
Good 👍🏻,5,Bought it as my talking device because of its huge battery capacity. It is a secondary device and I love it. If you’re looking for a simple device at best price I would surely recommend it.,Bought it as my talking device because of its huge battery capacity. It is a secondary device and I love it. If you’re looking for a simple device at best price I would surely recommend it.,Positive,36,189,0,0
A budget friendly Feature Packed Phone,5,"Very good phone with a nice battery. The camera quality is up to the mark According to the price. The fingerprint sensor also works very Smoothly. The display is also good but you can't really find the difference from 60hz to 90hz. Although the phone is good for its price but in the box you  don't get a cover, pre applied screen protector and a short USB cable.","Very good phone with a nice battery. The camera quality is up to the mark According to the price. The fingerprint sensor also works very Smoothly. The display is also good but you can't really find the difference from 60hz to 90hz. Although the phone is good for its price but in the box you  don't get a cover, pre applied screen protector and a short USB cable.",Positive,68,363,0,0
Awesome mobile.,5,Awesome mobile in this price segment. Battery is big for 1 1/2 day. Rear camera is also good.,Awesome mobile in this price segment. Battery is big for 1 1/2 day. Rear camera is also good.,Positive,18,93,0,0
8nm processor Best mobile phone,5,In this range.. 8nm processor & with thebrand of Samsung... Ossummm.. after 3 months of use this product i recommend u all that buy it if u want mobile phone in this range.. network speed is also bestest because of 8nm processor.. all the best,In this range.. 8nm processor & with thebrand of Samsung... Ossummm.. after 3 months of use this product i recommend u all that buy it if u want mobile phone in this range.. network speed is also bestest because of 8nm processor.. all the best,Positive,45,243,0,0
Poor Camera quality not many options.,1,"Camera quality is below par than the 12MP old phones. Poor Customer service. No call recórding option, No ultra power saving mode. Never buy Samsung phones it's last its quality. Attached photos for reference. Samsung blaming Amazon saying they provided the defect piece to me. Efficient authorised service provider finding is also headache in this pandemic situation. BETTER NOT TO BUY THIS PRODUCT.","Camera quality is below par than the 12MP old phones. Poor Customer service. No call recórding option, No ultra power saving mode. Never buy Samsung phones it's last its quality. Attached photos for reference. Samsung blaming Amazon saying they provided the defect piece to me. Efficient authorised service provider finding is also headache in this pandemic situation. BETTER NOT TO BUY THIS PRODUCT.",Negative,63,400,0,0
Not help for warranty replacement display from amazon,1,No any help option on Amazon for warranty replacement display. If 6 month screen replacement warranty from amazon side so how is the process.bcz no any replacement option.no any contect number amazon customer care for help..very bad service.6 month warranty only provide from amazon.no warranty from samsung.samsung service center told give me 3600 RS for  display replacement charges. So what I do..,No any help option on Amazon for warranty replacement display. If 6 month screen replacement warranty from amazon side so how is the process.bcz no any replacement option.no any contect number amazon customer care for help..very bad service.6 month warranty only provide from amazon.no warranty from samsung.samsung service center told give me 3600 RS for  display replacement charges. So what I do..,Negative,62,400,0,0
Product Used/or already handelled by someone,1,"I got the product seems used by some one, there are finger print in the mobile phone screen, also the bill found in two piece, already tored by someone","I got the product seems used by some one, there are finger print in the mobile phone screen, also the bill found in two piece, already tored by someone",Negative,29,151,0,0
Good battery life and quality camera.,5,"The media could not be loaded.
                




   Very good packaging, delivery and excellent phone. The phone has a very good battery life and the camera is very good and takes excellent photos. It's a decent phone very fit for this price range. It's worth buying, worth the price.","The media could not be loaded.
                




   Very good packaging, delivery and excellent phone. The phone has a very good battery life and the camera is very good and takes excellent photos. It's a decent phone very fit for this price range. It's worth buying, worth the price.",Positive,47,287,0,0
Not worth to purcahse this phone,1,Taught this phone is really very good and purchased face tec issue net work was not at  all capturing completely phone was very sloe compare to my previous one... Tec guy visited finally noting happned because phone had issue and got a replacement for new 1but was surprised beacuse the second 1is worster then before... Am really very upset almost 2weeks without a a phone is not at all acceptable,Taught this phone is really very good and purchased face tec issue net work was not at  all capturing completely phone was very sloe compare to my previous one... Tec guy visited finally noting happned because phone had issue and got a replacement for new 1but was surprised beacuse the second 1is worster then before... Am really very upset almost 2weeks without a a phone is not at all acceptable,Negative,70,398,0,0
Very good purchase,4,Very good purchase.Excellent battery life better than Galaxy 31s model.All the features are good except camera.Very happy with the purchase of this phone.,Very good purchase.Excellent battery life better than Galaxy 31s model.All the features are good except camera.Very happy with the purchase of this phone.,Positive,23,154,0,0
Value for money,5,Perfect value phone. Has everything that one requires. For the price it is more than value It is a little heavy compares to others but not a deal breaker.. perfect for gifting to parents...,Perfect value phone. Has everything that one requires. For the price it is more than value It is a little heavy compares to others but not a deal breaker.. perfect for gifting to parents...,Positive,34,189,0,0
Not happy with software,3,"There is a software problem, whenever you make a call for the 1st time the speaker is not activated and so you can't hear anything the person on the other side is speaking. But if you disconnect it and call again it works fine. Initially i thought its network issue but later i realised it happens every time i try to make i call after a considerable time gap like an hour or so.","There is a software problem, whenever you make a call for the 1st time the speaker is not activated and so you can't hear anything the person on the other side is speaking. But if you disconnect it and call again it works fine. Initially i thought its network issue but later i realised it happens every time i try to make i call after a considerable time gap like an hour or so.",Neutral,74,379,0,0
Great deal !,5,"I got this for 11,499 which was a great deal for 6gb ram and 128 gb memory.","I got this for 11,499 which was a great deal for 6gb ram and 128 gb memory.",Positive,17,75,0,0
Phone is heavy and camera quality not good,3,Phone camera is not worth the quality mentioned and the device is also having more weight... Rethink if you want to buy this... Not sure why amazon removed return policy it's better to check phone locally in shop and buy,Phone camera is not worth the quality mentioned and the device is also having more weight... Rethink if you want to buy this... Not sure why amazon removed return policy it's better to check phone locally in shop and buy,Neutral,40,220,0,0
good device.,5,"I don't use mobile for heavy-duty stuff.From my regular use for a month now I can tell that there have been No hangs. Hence a great improvement over my previous phone back is non-slippery and hence fewer chances of mobile damage, pretty good for clumsy guy like me","I don't use mobile for heavy-duty stuff.From my regular use for a month now I can tell that there have been No hangs. Hence a great improvement over my previous phone back is non-slippery and hence fewer chances of mobile damage, pretty good for clumsy guy like me",Positive,48,264,0,0
Wonderful phone for so low cost,5,Wonderful phone for the provided price. This was bought for my father .I was using one plus 7 pro and due to repair I was forced to use this phone for a week and to be honest other than camera I was more than satisfied with this mobile and its performance,Wonderful phone for the provided price. This was bought for my father .I was using one plus 7 pro and due to repair I was forced to use this phone for a week and to be honest other than camera I was more than satisfied with this mobile and its performance,Positive,51,255,0,0
Camera not given 100%,3,"Camera quality is not at par. Samsung also doing as china. Shown 48 megapixel camera, but in-fact it may lower than 5 megapixel only.Samsung have to do something","Camera quality is not at par. Samsung also doing as china. Shown 48 megapixel camera, but in-fact it may lower than 5 megapixel only.Samsung have to do something",Neutral,28,161,0,0
Very bad experience with samsung this time,1,Very wrost experience this time.Touch is not working sometime.geasture is not working sometime.camara taking too much time to saving image after taking picture.mic problem when you make video call.,Very wrost experience this time.Touch is not working sometime.geasture is not working sometime.camara taking too much time to saving image after taking picture.mic problem when you make video call.,Negative,29,197,0,0
You cannot expect a very good phone in Rs. 15000 bracket,4,"Phone auto restarts at times.. touch capabilities are not that great, everything you have to ensure that your hands are completely dry. Even with a minute moisture on your fingers, phone gives you improper response","Phone auto restarts at times.. touch capabilities are not that great, everything you have to ensure that your hands are completely dry. Even with a minute moisture on your fingers, phone gives you improper response",Positive,35,214,0,0
M 12 review,4,"Speed is OK for working, since it is 6 GB RAM. Battery is very good. Display is  also, OK. For doing normal data processing work lime share trading, for using excel, Word.., small types of editing,  ...., this system is enough, but if you intend shooting , its not enough.  Camera is not seems 48 MP. Front camera is OK.","Speed is OK for working, since it is 6 GB RAM. Battery is very good. Display is  also, OK. For doing normal data processing work lime share trading, for using excel, Word.., small types of editing,  ...., this system is enough, but if you intend shooting , its not enough.  Camera is not seems 48 MP. Front camera is OK.",Positive,60,320,0,0
Very very interesting and expectable model and features,4,It's amazing product from samsung.i congrats to Samsung engineer but one mild issues affect this mobile heat issue at the same it is not continue otherwise only charging time it might be heat slightly.Very low budgetCamera okTouch okModel okUsing very comfortableBattery heating is slightly negative so I give four 🌟 and with out battery issue I give 5 🌟,It's amazing product from samsung.i congrats to Samsung engineer but one mild issues affect this mobile heat issue at the same it is not continue otherwise only charging time it might be heat slightly.Very low budgetCamera okTouch okModel okUsing very comfortableBattery heating is slightly negative so I give four 🌟 and with out battery issue I give 5 🌟,Positive,59,354,0,0
Very Poor Camera Quality,1,"Most disappointing thing is it's camera quality.It's 48mp camalera is not worthy. It does not match with Nokia's 13 MP camera.I purchase it for camera purpose but it does not fulfill my requirement. Camera quality is very poor.Though display is quite decent, battery life is normal functioning is smooth.If you are looking a mobile phone for camera then never buy it.","Most disappointing thing is it's camera quality.It's 48mp camalera is not worthy. It does not match with Nokia's 13 MP camera.I purchase it for camera purpose but it does not fulfill my requirement. Camera quality is very poor.Though display is quite decent, battery life is normal functioning is smooth.If you are looking a mobile phone for camera then never buy it.",Negative,61,367,0,0
Waste of money,1,"Samsung really needs to stop fooling customers with its marketing and needs to improve its products to compete other brands. This new samsung m12 is a piece of crap and wastage of money. The sound is too low. If the phone is ringing, you can't hear even if you are sitting next to it. The design is okay. No new or nothing very impressive. Copied the F12 in terms of design","Samsung really needs to stop fooling customers with its marketing and needs to improve its products to compete other brands. This new samsung m12 is a piece of crap and wastage of money. The sound is too low. If the phone is ringing, you can't hear even if you are sitting next to it. The design is okay. No new or nothing very impressive. Copied the F12 in terms of design",Negative,71,373,0,0
pathetic amazon service,1,screen broken. amazon claims that there is one time free screen replacement warrantee for Prime. i am not able to claim warrantee. product support section of amazon is not working.,screen broken. amazon claims that there is one time free screen replacement warrantee for Prime. i am not able to claim warrantee. product support section of amazon is not working.,Negative,30,180,0,0
Good Budget Phone.,4,"+ PointsGood Budget Phone.Good DisplayGood Outlook- PointsToo heavy, due to big battery.The camera is not that effective.Takes longer to charge","+ PointsGood Budget Phone.Good DisplayGood Outlook- PointsToo heavy, due to big battery.The camera is not that effective.Takes longer to charge",Positive,20,143,0,0
Only for very decent work..........not at all for high performing tasks.,2,Fingerprint senser is not so sensitive. One has to put his/her finger very tightly.Battery charges slow since it supports 15 watt charger. It drains faster if adaptive motion is set to 90 hz.Camera quality is decent but it should be improved. In 48 mp mode flash will not work.It's backlight remains always on due to which processor is heated.Speakers are very slow.,Fingerprint senser is not so sensitive. One has to put his/her finger very tightly.Battery charges slow since it supports 15 watt charger. It drains faster if adaptive motion is set to 90 hz.Camera quality is decent but it should be improved. In 48 mp mode flash will not work.It's backlight remains always on due to which processor is heated.Speakers are very slow.,Negative,62,366,0,0
Value for item,4,After gaining experience by using it at least 3 months then correct answer will come. How can I give 5 out of 5 within a month. Thanks for your cooperation.,After gaining experience by using it at least 3 months then correct answer will come. How can I give 5 out of 5 within a month. Thanks for your cooperation.,Positive,30,156,0,0
"Software bug with new phone, poor support from Samsung",1,"I already have one Samsung M20. After buying this new M12, I installed Samsung smart switch on both phones. It  transferred all data except messages in thousands. I raised request with Samsung. They clarified it is software bug and update would be provided within 24 Hrs. It's third day, no update is received. I am returning new M12 phone.","I already have one Samsung M20. After buying this new M12, I installed Samsung smart switch on both phones. It  transferred all data except messages in thousands. I raised request with Samsung. They clarified it is software bug and update would be provided within 24 Hrs. It's third day, no update is received. I am returning new M12 phone.",Negative,59,340,0,0
Good Samsung phone but bulky.,2,Like the Samsung brand experience but it's motherboard failure within 2 months disappointed. Battery life is good lasting for 2 full days! More bulky n weight.,Like the Samsung brand experience but it's motherboard failure within 2 months disappointed. Battery life is good lasting for 2 full days! More bulky n weight.,Negative,26,159,1,0
Not good. Getting heat sooner.  Pls don't buy.,1,Brought this mobile on March 30. I am not satisfied with this mobile. It's getting heat when we use it for the normal phone calls without internet as well. When i checked with Samsung service center they said that if the mobile heat goes beyond 48°C then they can look into it. Not sure who will be able to withstand this mobile heat when they are talking. Pls don't buy.,Brought this mobile on March 30. I am not satisfied with this mobile. It's getting heat when we use it for the normal phone calls without internet as well. When i checked with Samsung service center they said that if the mobile heat goes beyond 48°C then they can look into it. Not sure who will be able to withstand this mobile heat when they are talking. Pls don't buy.,Negative,70,371,0,0
IT IS A GOOD PHONE.... 😎,4,I am using this product since last 1 month. The display is nice..... HD+ display but colour contrast is amazing. The battery last upto 36 hours with normal use.Camera is good for captureing pictures day light. It's 90hz disply is awsome.This smartphone is NOT FOR GAMING.There is slight lag while using heavy apps.Otherwise it's a good budget phone........... 👍👍,I am using this product since last 1 month. The display is nice..... HD+ display but colour contrast is amazing. The battery last upto 36 hours with normal use.Camera is good for captureing pictures day light. It's 90hz disply is awsome.This smartphone is NOT FOR GAMING.There is slight lag while using heavy apps.Otherwise it's a good budget phone........... 👍👍,Positive,59,362,0,0
Not Satisfying model,2,"I am the user  of only Samsung.  Compared to other models that I have been using till date , this model doesn't satisfy me. The signal strength is low compared to other brands in this price and specifications.Overall I am not satisfied with this model.","I am the user  of only Samsung.  Compared to other models that I have been using till date , this model doesn't satisfy me. The signal strength is low compared to other brands in this price and specifications.Overall I am not satisfied with this model.",Negative,45,252,0,0
nice brand but this phone is bent,1,"seems a seconds phone like factory reject or a repaired version like refurbished maybe,it's bent,the screen can't be covered with tempered glass as the phone is curved.","seems a seconds phone like factory reject or a repaired version like refurbished maybe,it's bent,the screen can't be covered with tempered glass as the phone is curved.",Negative,27,168,0,0
everything is good except display,3,"a good phone at this cost.fingerprint and face lock works perfectly fine.camera is also good in this cost(do not expect stability).there is no lag while using.The best part is battery, if you are not a heavy end user then you even need not see the battery for even 2 days, once it is fully charged.the worst part is display, very poor visibility in daylight.","a good phone at this cost.fingerprint and face lock works perfectly fine.camera is also good in this cost(do not expect stability).there is no lag while using.The best part is battery, if you are not a heavy end user then you even need not see the battery for even 2 days, once it is fully charged.the worst part is display, very poor visibility in daylight.",Neutral,64,358,0,0
Value for price. Better finger print reader expected.,4,The phone built quality seems good. The weight is a little more than expected. Battery life and camara is good. Latest version of Android is also provided. Better finger print reader was expected. Bigger size scanner on back would be better.,The phone built quality seems good. The weight is a little more than expected. Battery life and camara is good. Latest version of Android is also provided. Better finger print reader was expected. Bigger size scanner on back would be better.,Positive,41,241,0,0
Best phone at this price.,5,New fingerprint reader is awesome with nice ergonomics. Battery life no complains because of bed processor technology. Camera quality is ok ok at this price.,New fingerprint reader is awesome with nice ergonomics. Battery life no complains because of bed processor technology. Camera quality is ok ok at this price.,Positive,25,157,0,0
Worst product in case of Display quality.,1,"Totally unsatisfied with the PLS TFT display and heavyweight.PLS TFT screen is low quality couldn't enjoy video steaming. If you are in habit of watching a movie and playing gaming then you can search for other better mobile,Now both Amazon and Samsung refused to accept return or provide me replacement of better quality display (i.e, Amoled, IPS Display).","Totally unsatisfied with the PLS TFT display and heavyweight.PLS TFT screen is low quality couldn't enjoy video steaming. If you are in habit of watching a movie and playing gaming then you can search for other better mobile,Now both Amazon and Samsung refused to accept return or provide me replacement of better quality display (i.e, Amoled, IPS Display).",Negative,58,357,0,0
